"pod_id","name","num_cars","latitude","longitude","description"
149,"Glebe - Cook Street",1,-33.874307,151.182925,"on Cook street, near the corner of Glebe Point Road, at number 2 Cook Street. The car is in a dedicated parking bay that has been generously provided by the City of Sydney."
73,"Randwick - Silver Street Car Park",2,-33.9139,151.2395,"in the Randwick council car park, on the south side of Silver Street, between Elizabeth St and Belmore Rd, in a dedicated parking bay. Many thanks to Randwick Council for providing us with this spot."
484,"Clovelly - Frenchmans Road",1,-33.908428,151.247934,"in an unrestricted location on Frenchmans Road on the corner of Clovelly Road. Please note this car does not have a parking permit or dedicated bay, so you must park in an unrestricted location. Any fines will be passed on to the responsible member."
384,"Balmain - Reynolds Street near Buchannan Street",1,-33.86238,151.180222,"in a dedicated bay on Reynolds St near the corner of Buchannan Street. Thanks to Leichhardt Municipal Council for this great location."
302,"Erskineville - Railway Parade",1,-33.898554,151.188084,"in a dedicated bay on Railway parade, on the corner of Clara Street. Thanks to City of Sydney for this great location!"
42,"Surry Hills - Corner Bourke & Arthur Street",2,-33.8878,151.2155,"This pod is located in a (new!) dedicated bay outside 496 Arthur Street, near the corner of Bourke St in Surry Hills.Thanks to City of Sydney for this great location"
171,"Darlinghurst - Surrey Street",2,-33.877381,151.221807,"in its original location, on Surrey St, in a dedicated bay near the corner of Victoria St. This parking bay has been generously provided by the City of Sydney, so let's all give them a great big hand!"
199,"Coogee-  Dolphin Street",1,-33.918148,151.252787,"on Dolphin St, near the corner of Mount St, near the Coogee Bowling Club. NOTE: This car does not have a permit, please park in unpermitted zones. Any fines will be passed on to the responsible member."
113,"Annandale - Johnston Street",1,-33.88636,151.16826,"on Johnston street. Please return the vehicle as close as possible to 32 Johnston street. Please be aware of parking restrictions near the shops on Johnston St as this car does not have a parking permit for the area. Any fines will be passed on to the responsible member. 25/11/09"
180,"Newtown South - Holmwood Street",1,-33.90443,151.178285,"near 49 Holmwood St. Please ensure that you only park in unpermitted parking spaces as this car does NOT have a permit."
327,"Darlington - Shepherd Street near Lander Street",1,-33.891361,151.193821,"in a dedicated bay on Shepherd Street, outside the entry to Sydney Uni on the corner of Lander St. Thanks to City of Sydney for this great location!"
166,"Surry Hills - High Holborn Street",1,-33.889348,151.212677,"on High Holbourne Street. Please return vehicle as close as possible to number 25 High Holborn Street."
351,"Chippendale - Daniels Street",1,-33.885821,151.196077,"in a dedicated bay on Daniels St near the corner of Shepherd St."
445,"Erskineville - Macdonald Street corner Rochford Street",1,-33.903345,151.182242,"in a dedicated bay on Macdonald Street on the corner of Rochford Street. Thanks to City of Sydney for this great location!"
498,"Randwick - Judge Street",1,-33.915599,151.244587,"on Judge Street opposite Milford Street. Please note this car does not have a parking permit or dedicated bay, you must park in an unrestricted location. Any fines will be passed on to the responsible member."
234,"Surry Hills - Devonshire Street near Bourke Street",1,-33.889573,151.214731,"on Devonshire Street, near the corner of Bourke St. This car is very near the Bourke St Bakery.Please ensure you park in zone 18, if you park in the wrong zone fines will be passed on to the responsible member. Devonshire Street does NOT have resident parking - you can park nearby in Bourke or Nicholson Street 28.05.10 Thanks to City of Sydney for this great location"
126,"Potts Point - 116 Victoria Street",1,-33.8715,151.2231,"in a dedicated parking bay - generously provided by the City of Sydney - near 116 Victoria street.If the dedicated bay is taken, please ensure you only park in parking area 26. Any fines will be passed on to the responsible member. Thanks to City of Sydney for this great location!"
186,"Woolloomooloo - Cathedral Street",3,-33.872803,151.21935,"in a dedicated bay on Cathedral St just west of Forbes St. Thanks to City of Sydney for this pod.NOTE: Please take care to plan your trip carefully for cars in this area. We suggest for safety reasons to try and have the car back by 10.30pm. Remember that we don't charge from midnight to 6am."
263,"Petersham - Terminus Street",1,-33.893446,151.155742,"on Terminus Street, on the corner of Railway St, outside the hotel. Please note that this car does NOT have a parking permit, so please only parking in unrestricted parking. Any fines will be passed on to the responsible member,."
26,"Erskineville - Corner Swanson and Park Street",3,-33.9005,151.1893,"on Swanson Street, adjacent to the park, opposite the framing store."
490,"Enmore - Marian Street",1,-33.900611,151.173356,"On Marian Street near the corner of Cross Lane."
91,"Glebe - Glebe Point Road",2,-33.875878,151.183897,"in a dedicated bay on Glebe Glebe Point Road next to Toxteth Road."
244,"Manly - Osborne Road",1,-33.802475,151.287146,"in Osborne Road. Please park as close as possible to number 3. This car has a permit for the 'Little Manly' area, but no dedicated bay"
115,"North Sydney - Miller Street Car Park",1,-33.83684,151.20729,"TBA"
22,"Newtown North - Hollis Park",1,-33.895,151.1866,"on the corner of Wilson and Randle Streets at the bottom of Hollis Park."
100,"Pyrmont - Harris Street and Scott Street",1,-33.8672,151.1924,"in a dedicated GoGet parking bay on Harris St., at the corner of Scott and Harris Streets"
532,"Enmore - Black Street",1,-33.904917,151.170145,"in a dedicated bay on Black street next to Enmore park, outside the new swimming complex."
84,"Leichardt",1,0,0,"Norton Street Secure Car Park"
338,"Neutral Bay - Hariette Street",1,-33.838241,151.221426,"In a dedicated bay in the cul de sac of Wycombe, on the corner  of Hariette and Wycombe. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
140,"Artarmon - Broughton Road",1,-33.80887,151.18397,"in a dedicated parking bay on Broughton Road.Dedicated parking bay provided byWilloughby City Council for the benefit of local residents and businesses."
370,"Pyrmont - Pyrmont Street near Pyrmont Bridge Road",1,-33.870511,151.195559,"in a dedicated bay on Pyrmont Street north of Pyrmont Bridge Road. Thanks for City of Sydney for this great location."
16,"Enmore - Edgeware Road Car Park",2,-33.899843,151.171339,"in a council car park on the corner of Edgeware and Enmore road. The reserved car bay is in the corner closest to the laneway and Enmore Road."
63,"Fairlight - Hilltop Crescent",1,-33.7962,151.2751,"on Hilltop Crescent close to the shops on Sydney Road."
97,"Sydney CBD - Goulburn Street",6,-33.87855,151.20888,"Corner of Goulburn and Elizabeth Street. It is a large Wilson's Parking station along the railway line from Central Station. The Vehicles are located on the 3rd floor near the lifts (on the Elizabeth st end) in reserved GoGet Parking bays The vehicles must be returned to these spots. Should these bays be taken, you must speak to a GoGet employee or leave a message on your voicemailThe car park parking pass is located in the logbook. Please use the parking pass to exit and enter the car park. Hold it against the sensor for about 20 seconds for the gate to open. - DO NOT take a parking ticket from the ticket machine at the car park entrance. Doing so will make it impossible for the next member to leave the car park using the parking pass. We will have to pass on the parking cost to any member who takes a ticket upon entering the car park.Please do not remove the pass-card from the vehicle. The pass-card operates on a proximity sensor at the boom gates. Please do not place the pass-card in any slots. This car park does not have 24 hour access for pedestrians so you are not able to pick up cars after hours. You are able to return the car at any time - just go to the gate and it will open so you can hold the card over ticket machine as normal. The hours of operation areSunday  	  8:30am - 11:00pmMonday 	  6:30am - 12:00amTuesday 	  6:30am - 12:00amWednesday  6:30am - 12:00amThursday 	  6:30am - 12:00amFriday 	  6:30am - 1:00amSaturday 	  7:00am - 1:30am"
251,"Surry Hills - Marlborough street",1,-33.890895,151.210896,"in a dedicated bay on Marlborough St, on the corner of Cleveland St. Thanks to City of Sydney for this great location!"
133,"Newtown - Flour Mill Studios - Gladstone Street",1,-33.8977,151.175172,"This car is located in a dedicated GoGet parking bay in the Flour Mill Studios car park at 3 Gladstone Street. The car park is easily accessible by non-Flour Mill Studios residents.IMPORTANTDue to parking difficulties with this pod, we have placed witches hats into the boot of the car. At the start your booking, place the witches hats to cover our dedicated parking bay; once your booking is done, please replace them into the boot of the car."
289,"McMahons Point  - East Crescent Street",1,-33.84721,151.205046,"in a dedicated bay on East Crescent Street, outside an apartment building on the west side of the street on the corner of Parker Street. This parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
230,"Newtown North - Wilson Street",2,-33.894351,151.188269,"in a dedicated bay on Wilson St near the corner of Forbes St. NOTE: this location replaces the old Hollis Park pod. Thanks to City of Sydney for providing this new dedicated bay"
170,"Rozelle - Merton Street Car Park",1,-33.862149,151.170207,"in a dedicated parking bay within the Council Car Park on Merton Street, near Hamilton Street. This parking bay has been generously provided by Leichhardt Council.NOTE: please remember there are TWO carparks on Merton street, our carpark is the one closest to Hamilton St."
455,"Annandale - Annandale Street",1,-33.876085,151.171605,"on Annandale street on the corner of Rose Street. Please note this car does not have a dedicated bay or permit, members must park in unrestricted locations. Any fines will be passed on to the responsible member."
295,"Darlington - Abercrombie Street near Hudson Street",1,-33.88892,151.198592,"in a dedicated bay on Abercrombie St, opposite Hudson Street. Thanks to City of Sydney for this great location."
286,"Darlinghurst - Darlinghurst Road",1,-33.876618,151.221257,"in a dedicated bay outside 213 Darlinghurst Road, outside the medical centre. Thanks to City of Sydney for this great location."
463,"North Sydney - Harnett Street",1,-33.835474,151.209044,"in a dedicated bay on Harnett Street on the corner of Mclaren Street. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
139,"Ultimo - Mountain Street",1,-33.88402,151.19653,"in a dedicated parking bay - generously provided by the City of Sydney - in front of 88 Mountain street.IMPORTANT!If the dedicated bay is taken, please ensure you park ONLY in locations that say residential parking permits excepted. Mountain St is NOT one of these streets."
80,"Woolloomooloo - Forbes Street",1,-33.8742,151.2192,"On Forbes Street, in the front to kerb parking near the William Street end. Should these spots be parked out, please park the vehicle in any un-ticketed spots along Forbes Street, between William Street and Cathedral Street."
335,"Birchgrove- Bay Street",2,-33.852863,151.182843,"in Bay St on the corner of Short St outside the fencing to Mort Bay park. This is not in a dedicated bay but there are no parking restrictions on this part of Bay St. We are testing out the Birchgrove area for viability so this is a temporary location.IMPORTANT!Please park as close as possible to Short St. If there is no parking on Bay St park on Short St towards Ballast Point Rd and text us on 0427 777 769 to let us know where.Please ensure the car is parked legally as any fines will be passed to the responsible member.."
114,"Erskineville - Charles Street",1,-33.898643,151.184763,"in a dedicated bay on Charles Street outside the Islamic Mosque and Cultural Centre. Thanks to City of Sydney for this great location!"
368,"Millers Point - 14 Kent Street",1,-33.85862,151.203547,"in a dedicated bay at 14 Kent Street near the corner of Argyle Street. Thanks to City of Sydney for this great location."
239,"Ultimo - McKee Street",1,-33.88141,151.1979,"in a dedicated bay next to 1 McKee St, between Mary Ann Street and Macarthur Street.  Thanks to City of Sydney for this great location"
367,"Bondi - Dudley Street",1,-33.89536,151.271175,"in a dedicated pod on Dudley Street on the corner of Bondi RoadImportant!  If the dedicated bay is taken, please follow the following steps to avoid fines. 1. Take details of the illegally parked car.  2. Call the Waverley Council rangers on 9369 8000 with the details of the illegally parked car.3. If the car is not obviously visible from the pod, send us a txt on 0427 777 769. You can also include details of the illegally parked car here. WHY DO I HAVE TO DO THIS?Waverley Council does not give us permits, but will revoke fines for members parking in non-metered and legal locations (ie those with time limits but where you can park with a residential parking permit), AS LONG AS YOU REPORT THE ILLEGALLY PARKED CAR."
394,"Bondi - Woodstock Street",1,-33.892201,151.258861,"in a dedicated bay on Woodstock street on the corner of Flood Street. Thanks to Waverley Council for this great location!"
331,"Redfern - Baptist Street",1,-33.89201,151.212468,"in a dedicated bay on Baptist street, outside the shopping centre on the corner of Cleveland Street. Thanks to City of Sydney for this great location!"
130,"Darlinghurst - Liverpool Street",2,-33.87729,151.21526,"in a dedicated parking bay - generously provided by the City of Sydney - on Liverpool street, just west of Crown StreetImportant!  If the dedicated bay is taken, ensure you DO NOT park in metered bays. (ie with ticket machines). This car has a permit for the area, you can park in bays marked ""Residential Parking Permits Permitted"" that correspond to the area on the permit in the car."
373,"Elizabeth Bay - Onslow Avenue",1,-33.870389,151.226685,"in a dedicated bay on Onslow Avenue on the corner of Onslow Place. Thanks to City of Sydney for this great location!"
19,"Bondi Junction - Grosvenor Street",2,-33.8908,151.2499,"located corner of Grosvenor & Grafton Street in the car park under the Syd Enfield Drive. This pod is opposite the Bondi Junction bus and train interchange.Important!  If the dedicated bay is taken, please follow the following steps to avoid fines. 1. Take details of the illegally parked car.  2. Call the Waverley Council rangers on 9369 8000 with the details of the illegally parked car.3. If the car is not obviously visible from the pod, send us a txt on 0427 777 769. You can also include details of the illegally parked car here. WHY DO I HAVE TO DO THIS?Waverley Council does not give us permits, but will revoke fines for members parking in non-metered and legal locations (ie those with time limits but where you can park with a residential parking permit), AS LONG AS YOU REPORT THE ILLEGALLY PARKED CAR."
281,"Surry Hills - Crown Street near Jesson Street",1,-33.887935,151.213422,"in a dedicated bay on Crown Street, on the corner of Jesson St. Thanks to City of Sydney for this great location. PLEASE NOTE: To avoid fines, park only in 'residential parking permit excepted' zones. The following areas are good - Crown street opposite Jessom street and north of it, and Jessom Street itself.  Always check the signs to be sure."
446,"Newtown - Queen Street",1,-33.89267,151.187064,"in a dedicated bay on Queen street on the corner of King Street. Thanks to City of Sydney for this great location!"
176,"Camperdown - Layton Street",2,-33.885426,151.176994,"in a dedicated bay generously provided by City of Sydney Council on Layton Street near Pyrmont Bridge Road."
123,"Randwick - Glebe Street",2,-33.911646,151.249648,"in a dedicated location on Glebe St near the corner of Carrington Road."
203,"Neutral Bay - Park Avenue",1,-33.82634,151.217698,"on Park Avenue opposite the Cammeray Golf Course, between Sutherland St and Grasmere Rd. NOTE: This pod does not have a permit, do not park in permitted zones. Any fines will be passed on to the responsible member"
405,"Sydney CBD - 383 Kent Street",2,-33.87007,151.204421,"at 383 Kent Street in the Secure Park car park. The car is in a dedicated bay on Level G, near the Kent Street exit barrier.You can enter via Kent or Sussex Streets. IMPORTANT:This car park is NOT open 24hours 7 days a week. Please check opening times below to make sure you can return the vehicle at the end of your booking. Hours Monday 6:30am - Midnight  Tuesday 6:30am - Midnight  Wednesday 6:30am - Midnight  Thursday 6:30am - Midnight  Friday 24 Hours from 6:30am Saturday 24 Hours  Sunday  Midnight - 11:00pm IMPORTANT!The car park parking pass is located in the logbook. The parking pass is to be applied against the proximity sensor at the boom gate. DO NOT put the parking pass in the parking ticket slot at the boom gate.Please use the parking pass to exit and enter the car park - DO NOT take a parking ticket from the ticket machine at the car park entrance. Doing so will make it impossible for the next member to leave the car park using the parking pass. NOTE: We will have to pass on the parking cost to any member who takes a ticket upon entering the car park."
23,"Glebe - Metro Light Rail",1,-33.8777,151.1864,"near at the corner of Lombard Street and Palmerston Avenue around 100m from the old Valhalla Cinema off Glebe Point Road. The vehicle now has its own dedicated parking bay, generously provided by the City of Sydney.The Light Rail service starts at Central Station and runs to Leichhardt, which makes this car accessible by light rail from the City, Pyrmont and through to Annandale and Leichhardt."
284,"Surry Hills - Riley Street corner of Devonshire Street",1,-33.887894,151.212108,"in a dedicated bay on Riley street, near the corner of Devonshire street, just past the pedestrian crossing. Thanks to City of Sydney for this great location!"
104,"Balmain - Wortley Street",3,-33.8604,151.1789,"on Wortley Street, on the park side, as close to #31 as possible."
401,"Sydney CBD - Hilton Hotel",2,-33.871636,151.207173,"in the Hilton Hotel car park, accessible 24 Hours a day, 7 days a week. The driveway entrance and exit is at 255 Pitt Street. At the beginning of your booking, walk into the hotel and go to the Carpark Lifts. Press level B3. Go to the cashier and tell them you're with GoGet and the name or rego of the car you have booked. The car park attendant will bring the car to you. When you return the car, drive down the ramp to level 3B and the car park attendant will park the car for you.IMPORTANT!The attendant will bring the car to you and park the car. However, before you enter the car the attendant MUST swipe off the car before you swipe onto the car to avoid problems when locking the car. Similarly when you leave the car you must swipe off before the attendant swipes on before parking the car. The car park parking pass is located in the logbook. The parking pass is to be applied against the proximity sensor at the boom gate. DO NOT put the parking pass in the parking ticket slot at the boom gate.Please use the parking pass to exit and enter the car park - DO NOT take a parking ticket from the ticket machine at the car park entrance. Doing so will make it impossible for the next member to leave the car park using the parking pass. NOTE: we will have to pass on the parking cost to any member who takes a ticket upon entering the car park."
39,"Darlinghurst - Forbes Street",2,-33.8768,151.2186,"in a dedicated outside 188 Forbes Street located opposite Clapton place near the Horizon building and SCEGGS.  Thanks to City of Sydney for this great location!"
332,"Redfern - Elizabeth Street",1,-33.891191,151.207677,"in a dedicated bay on Elizabeth Street, on the corner of Cooper Street. Thanks to City of Sydney for this great location!"
509,"Surry Hills - Commonwealth Street",1,-33.882394,151.210788,"in a dedicated bay on Commonwealth Street near the corner of Little Albion Street. Thanks to City of Sydney for this great location!"
515,"Randwick - Blenheim Street",1,-33.916062,151.236709,"on Blenheim Street near the corner of Botany Street. Please ensure you park in a non metered unrestricted location. Any fines will be passed on to the responsible member"
270,"Bondi North - Hastings Parade",1,-33.889019,151.283345,"in a dedicated bay on Hastings Parade, just west of Campbell Parade. Thanks to Waverley Council for this great location. Important!  If the dedicated bay is taken, please follow the following steps to avoid fines. 1. Take details of the illegally parked car.  2. Call the Waverley Council rangers on 9369 8000 with the details of the illegally parked car.3. If the car is not obviously visible from the pod, send us a txt on 0427 777 769. You can also include details of the illegally parked car here. WHY DO I HAVE TO DO THIS?Waverley Council does not give us permits, but will revoke fines for members parking in non-metered and legal locations (ie those with time limits but where you can park with a residential parking permit), AS LONG AS YOU REPORT THE ILLEGALLY PARKED CAR."
129,"Darlinghurst - Crown Street",3,-33.87553,151.21603,"Just Opposite 156 Crown Street in a dedicated parking bay - generously provided by the City of Sydney - Corner of Crown Street and Stanley Street"
431,"McMahons Point - Blues Point Road near Mitchell Street",1,-33.843769,151.204496,"in a dedicated bay on Blues Point Road on the corner of Mitchell Street This parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
496,"Marrickville - Warren Road",1,-33.915468,151.1495,"on Warren Road between Illawarra Road and Roach Street. Please note this car does not have a permit or dedicated bay so you must park in an unrestricted parking bay. Any fines will be passed on to the responsible member."
336,"Birchgrove",1,-33.852863,151.182843,"Bay St on the corner of Short St (Outside the fencing to Mort Bay park. This is not in a dedicated bay but their are no parking restrictions on this part of Bay St. We are testing out the Birchgrove area for viability so this is a temporary location.IMPORTANT!Please park as close as possible to Short St. If their is no parking on Bay St Park on Short St towards Ballast point Rd and text us on 0427 777 769 to let us know where.Please ensure the car is parked legally as any fines will be passed to the responsible member.."
108,"Newtown North - Moore College",2,-33.8917,151.1877,"Located right on City Road in the front car park of Moore College. The dedicated parking spot is the first bay on the left hand side of the car park.Located right on City Road in the front car park of Moore College. The dedicated parking spot is the first bay on the left hand side of the car park.  This dedicated parking space has been kindly provided byMoore College for the benefit of staff, college residents and the wider local community."
326,"Darlington -  Codrington Street",1,-33.89102,151.19109,"in a dedicated bay on Codrington St, on the corner of Darlington Road. Thanks to City of Sydney for this great location!"
425,"Chatswood - Centennial Avenue",2,-33.798802,151.178543,"in a dedicated bay on Centennial Avenue near the corner of Pacific Highway. This dedicated parking space has been provided by Dedicated parking bay provided byWilloughby City Council for the benefit of local residents and businesses."
337,"Milsons Point - Alfred Street",2,-33.845968,151.211318,"in a dedicated bay on Alfred St outside the station opposite Cliff St. This dedicated parking space has been provided by North Sydney City Council for the benefit of local residents and businesses."
257,"Bondi - Curlewis Street corner of Blair St",1,-33.885475,151.26922,"in a dedicated bay in the carpark of Liors mechanical repairs at 28 Curlewis - on the corner of Curlewis St and Blair St.  PLEASE NOTE: This bay is one of the locations where GoGet cars end their carshare life, so be aware the type of car at this location will change over time as cars are sold and new ones are re-located here. If you have a friend or family member who would like to view this car, get them to send an email to fleet@goget.com.au"
229,"Surry Hills - Crown Street near Lansdowne Street",2,-33.890457,151.213009,"on Crown st outside the Westpac Bank, 100 m down the road from Lansdowne St.  This dedicated bay is replacing the previous location at High Holborn St. Thanks to City of Sydney for providing this great location"
184,"Rozelle - Thornton Street",1,-33.858941,151.171762,"on Thornton St on the corner of Darling St. Thank you to Leichhardt Council for providing this pod."
193,"Paddington - Oatley Road",1,-33.885278,151.226136,"a dedicated bay near the corner of Oxford St, in front of the Paddington Town Hall."
424,"Chatswood - McIntosh Street",1,-33.794322,151.182148,"in a dedicated bay on McIntosh Street, near the corner of Anderson St. This dedicated parking space has been provided by Dedicated parking bay provided byWilloughby City Council for the benefit of local residents and businesses."
494,"Rozelle - Terry Street",1,-33.857681,151.171151,"on Terry Street close to Bayville Street parked along side the green metal fence. This is not a dedicated pod and has been put in while we wait for our pods to be approved by council. Please ensure you park the car in a permantly legal spot as close to Bayville Street as possible. Any fines will be passed on to the responsible member."
217,"Mosman - Raglan Street East Carpark",2,-33.830703,151.24477,"at the Raglan Street East Carpark on Raglan Street, near the corner of Military Road."
124,"Rozelle - Corner of Evans Street and Merton Street",1,-33.86341,151.17318,"in the angled parking on Merton Street, parked as close as possible to Evans Street."
450,"Newtown South - Pearl Street",2,-33.904515,151.176971,"in Pearl street on the corner of Little Commodore street. Please note that this car does not have a permit or dedicated bay, so you may only park in unrestricted locations. Any fines will be passed on to the responsible member."
163,"St Leonards - Herbert Street corner of Ella Street",2,-33.818153,151.192689,"in a dedicated parking bay on Herbert Street, just south of Ella Street, in front of Reece Plumbing. Please note you may not parked in time restricted spaces if the dedicated bay is taken, any fines will be passed on to the responsible member. 12.07.10 Dedicated parking bay provided byWilloughby City Council for the benefit of local residents and businesses."
297,"Redfern - Bourke Street",1,-33.894613,151.213669,"in a dedicated bay on Bourke Street, near the corner of Maddison St and outside the blocked end of Telopea St. Thanks to City of Sydney for this great location."
62,"Manly - Wood Street",2,-33.804,151.2868,"on street on Wood Street near the corner of Addison Road. PLEASE NOTE: If you are unable to park within 50m of Addison Road, please text 0427 777 769 with the location of the vehicle."
220,"Bronte - Gardyne Street",1,-33.903125,151.261631,"in a dedicated bay on Gardyne Street,  just east of Evans Street. Thanks to Waverley Council for this great location. Important!  If the dedicated bay is taken, please follow the following steps to avoid fines. 1. Take details of the illegally parked car.  2. Call the Waverley Council rangers on 9369 8000 with the details of the illegally parked car.3. If the car is not obviously visible from the pod, send us a txt on 0427 777 769. You can also include details of the illegally parked car here. WHY DO I HAVE TO DO THIS?Waverley Council does not give us permits, but will revoke fines for members parking in non-metered and legal locations (ie those with time limits but where you can park with a residential parking permit), AS LONG AS YOU REPORT THE ILLEGALLY PARKED CAR."
376,"Redfern - Bourke Street near Cleveland Street",1,-33.891971,151.214386,"in a dedicated bay on Bourke Street near Cleveland Street, Thanks to City of Sydney for this great location."
393,"Surry Hills - Kippax Street corner Waterloo Street",1,-33.885311,151.210976,"in a dedicated bay on Kippax Street, on the corner of Waterloo Street"
474,"Elizabeth Bay - Ithaca Road corner Esplanade",1,-33.870734,151.228553,"in a dedicated bay on Ithaca Road on the corner of Esplanade. Thanks to City of Sydney for this great location!"
467,"Artarmon - Roberts Street",1,-33.808669,151.182172,"on Roberts street on the corner of Francis Street. Please ensure you park this car in an unrestricted location as this car has no permit or dedicated bay yet. Thanks to Willoughby Council for this great location!"
109,"Kings Cross - Greenknowe Avenue",3,-33.871752,151.227515,"in a dedicated parking bay, just down from number 8 Greenknowe Avenue. If the dedicated bay is taken, please ensure you only park in parking area 19. Any fines will be passed on to the responsible member. Thanks to City of Sydney for this great location!"
407,"Kings Cross - Crick Avenue",1,-33.871064,151.225342,"in a dedicated bay on Crick Ave near Macleay Street"
460,"Millers Point - Sussex Street",1,-33.866566,151.203266,"in a dedicated bay on Sussex Street just north of Sussex Lane. Thanks to City of Sydney for this great location!"
10,"Glebe - St Johns Church",3,-33.8809,151.1874,"on St Johns road near the corner of Glebe Point Road, in a dedicated parking bay - generously provided by the City of Sydney - in front of the St Johns Anglican Church"
120,"Dulwich Hill - Seaview Street Car Park",4,-33.90329,151.14434,"in a dedicated GoGet parking bay - generously provided by Marrickville Council - in the car park off Seaview Street (alternately, furthest from Marrickville road), closest to Herbert Street. The parking bay itself is right off Seaview Street. PLEASE NOTE: There are two carparks in Seaview Street, this car is NOT in the carpark behind the IGA, it is the next one along."
55,"Sydney CBD - Citipark Corner Kent and Market Streets",1,-33.8714,151.2043,"on the corner of Kent, Market & Sussex Streets with two entries, either via 431 Kent or 204 Sussex Streets. Entrances are marked ""Wilson Parking"". The car is located on level 9a. Either take the lift to level 8 and walk up 4 steps, or take the lift to level 9 and walk down 4 steps. Please park the car as close to the stairwell as possibleIMPORTANT!This car park is accessible 24 hous a day 7 days a week. The car park parking pass is located in the logbook. The parking pass is to be applied against the proximity sensor at the boom gate. DO NOT put the parking pass in the parking ticket slot at the boom gate.Please use the parking pass to exit and enter the car park - DO NOT take a parking ticket from the ticket machine at the car park entrance. Doing so will make it impossible for the next member to leave the car park using the parking pass. NOTE: we will have to pass on the parking cost to any member who takes a ticket upon entering the car park."
